,0
14422,2
21116,3
12221,1
46362,9
36264,1
29421,0
67144,7
15406,8
18833,1
57156,5
20908,4
17191,1
38315,0
69983,0
48134,5
43082,7
21763,6
34345,0
5514,0
28159,4
65371,7
34641,1
3637,5
50815,3
54805,2
53230,6
57176,0
20009,3
22438,8
25083,9
49211,4
56054,5
38085,8
65139,0
37871,7
18920,3
44368,1
4716,2
24307,3
23256,6
7206,6
38240,5
30152,6
42104,8
29917,6
56380,4
49102,4
29735,2
22983,5
60616,9
28989,8
64872,1
52988,4
30880,2
10174,6
42650,7
63802,2
58127,9
22702,6
17083,6
25698,9
64242,3
58574,7
63478,9
59782,9
27377,5
56367,1
6455,7
13402,8
34691,8
11510,7
31103,8
24862,2
11776,5
10642,4
21441,2
62523,7
18319,0
52062,6
63439,0
45387,2
60270,3
22739,7
8213,8
52917,3
63747,1
28493,4
38354,2
47008,8
47466,0
62861,2
64652,4
8112,1
4121,3
31775,3
67740,3
65895,2
43068,4
2033,9
43589,6
20272,6
33453,8
29458,3
4375,8
69564,8
43105,2
4002,0
37719,1
42405,6
49773,2
13417,3
11800,6
7136,8
6248,7
22773,8
6744,8
7850,1
18759,0
4802,4
3517,8
37819,7
64973,3
31190,5
54669,7
40053,2
35214,5
10160,7
27172,3
35129,8
39488,2
3478,1
61879,5
42970,5
15503,9
4161,9
45725,2
5659,2
34969,9
18788,6
25080,5
62959,2
67450,8
21366,2
42423,3
18039,3
61670,5
69576,7
4495,5
53342,9
177,1
3888,0
55232,1
63559,8
48656,6
60261,5
56137,0
48588,8
57083,7
53858,7
61671,7
30002,3
21925,8
37610,2
58853,3
20417,7
14072,6
5135,2
40446,9
64802,3
19612,0
41008,9
62553,1
33680,2
57150,7
46363,7
10061,8
20817,1
57375,4
21796,2
20688,0
35462,5
48702,3
54108,0
46615,7
25239,9
13599,7
6876,6
12585,2
69484,4
53584,3
33390,0
55165,8
45237,1
35302,0
37603,4
28499,3
10209,4
8878,2
67051,6
67089,9
57035,4
46345,2
23280,1
60919,2
18470,5
32313,0
9703,0
41840,9
16175,9
69941,5
14007,2
67267,7
46518,1
63070,1
18993,1
27931,0
61966,7
54239,1
22670,4
68448,0
38390,6
50418,6
2208,4
31252,5
51516,9
39514,4
48449,5
59265,8
18523,8
48485,3
12374,0
66860,5
45381,9
14789,3
24713,4
27146,8
1233,3
48165,7
15319,7
22709,6
53818,6
18772,6
5556,6
55509,3
41943,3
57128,5
49134,1
48401,2
3752,5
22451,3
8094,3
23038,2
51594,1
2190,4
63303,7
38181,6
56667,8
56659,4
67359,2
8928,8
65324,7
32609,0
35536,0
32700,7
45285,7
28280,5
19946,6
38484,0
19225,0
24564,1
9383,2
51145,9
51135,4
43488,5
69897,0
17678,4
12898,5
34037,0
56509,0
52459,5
11336,6
31671,7
10787,3
19268,9
43061,6
28848,7
878,3
56039,8
28692,0
66574,2
3763,1
69319,9
42241,8
9689,2
31485,7
64195,1
43428,3
55070,2
31052,4
42252,5
53220,6
33127,4
8136,8
35900,1
60254,7
15947,3
11769,6
61468,0
63487,3
33667,1
64222,3
45637,7
56709,0
54107,3
21444,2
40873,7
14652,4
166,4
24576,6
51141,7
12236,1
34096,1
44144,8
64931,1
10771,8
53322,2
36848,0
19189,0
53553,6
45300,6
35564,6
54520,9
13549,8
21457,8
7196,2
38474,6
54494,7
40103,0
49158,2
31172,0
1356,5
63182,6
60226,8
20111,9
20729,7
411,7
22319,9
16387,4
5099,6
65514,1
52139,9
286,6
57197,1
63040,7
21450,2
50221,2
20558,7
55374,7
46242,3
65311,9
69893,2
48099,1
11737,2
29570,0
26992,4
49462,9
62557,0
2334,4
51026,4
18792,1
27683,7
40347,5
35368,9
63949,8
26752,5
57086,2
48768,7
45598,1
47699,6
68895,0
67396,3
4258,8
25452,7
51008,8
55740,1
52895,5
18560,4
38612,5
6300,5
57825,7
6345,9
54744,5
40864,1
66346,7
37352,9
42097,3
64057,1
46171,7
55702,9
51975,1
34029,8
30601,8
55538,4
24597,3
54390,6
63273,6
9085,1
57224,4
42389,0
213,2
58344,9
51714,1
4174,4
38182,9
44899,1
66186,5
47733,7
24928,7
10696,3
7765,3
3204,5
25266,3
10569,3
54232,0
19000,8
37293,3
36203,9
50398,5
16552,8
37416,2
35352,1
53547,3
50804,0
32440,1
2425,8
40766,4
9875,1
49151,0
23848,8
915,5
22825,3
38877,9
23379,6
67596,6
14945,1
66929,2
60612,2
41487,1
27196,4
27807,6
29396,1
5132,1
57107,3
26281,4
15622,4
19099,1
49274,4
67458,3
16699,1
25629,0
2918,1
38322,6
40932,3
22894,3
35301,2
16401,7
6460,9
47222,1
9477,2
55843,7
45998,2
67039,6
33430,7
22716,6
53579,7
69321,8
48839,6
4590,5
13078,5
39134,9
10879,6
10468,1
50284,4
42152,9
24877,0
50427,4
8487,9
21012,2
29577,4
2497,1
58350,0
3103,1
23245,1
49502,8
900,9
8813,0
52470,0
27203,7
15547,3
29036,9
46909,9
68882,9
50491,3
56338,1
22737,6
6292,0
65752,5
1650,5
32908,9
53486,8
50853,5
66082,0
13743,2
31755,1
47007,3
27865,0
59131,9
44456,3
18340,5
16548,7
25327,1
46667,5
44773,5
37100,7
19786,0
52445,8
65502,2
25824,9
23771,9
5588,3
13554,8
68347,4
68313,7
48725,3
50219,1
13388,3
5930,1
47982,1
47126,9
55142,1
37345,6
1148,1
28077,2
29435,4
3459,4
30753,9
14280,7
53201,5
14927,4
16104,2
35192,0
35747,5
63691,5
49468,9
21775,3
59015,8
24556,9
35705,4
54617,4
63895,0
63457,1
36327,3
3528,9
18541,1
66170,7
10982,1
48851,1
24092,9
8143,7
785,6
24177,2
43009,4
60828,2
15454,0
59471,3
6258,4
26927,2
21497,0
520,9
26468,2
67989,0
63486,3
30367,4
48483,2
69374,7
1517,0
14353,1
56841,7
69980,2
60512,2
61526,0
37517,3
11857,1
2878,1
36419,4
348,8
37615,2
43247,0
3469,7
40105,6
17590,4
31519,5
36474,9
56558,2
40054,2
35840,4
3634,5
20456,1
36716,3
31116,0
53528,4
34432,2
14186,6
13836,3
47464,7
2842,8
34218,2
36424,5
2242,6
34715,9
68373,0
54005,1
53507,5
49909,7
4628,3
4343,0
30975,2
11079,1
41053,3
57178,7
26503,3
5807,4
11358,1
7137,5
51265,0
40511,5
64442,2
13693,2
15491,0
46437,1
513,5
34867,0
1101,8
61985,4
10795,7
67554,3
40482,1
65555,3
41370,5
58777,8
43165,8
18568,1
43947,4
32764,3
406,1
55102,9
5390,9
45743,1
35126,4
5737,5
38656,5
40483,3
67249,2
55439,7
56296,8
51577,9
68933,9
12596,6
31955,6
32070,1
40224,4
42627,3
37050,6
8542,1
53830,6
56078,9
21896,8
55039,6
21405,7
22049,3
3984,4
7185,1
50938,6
5817,9
49130,9
28426,4
14807,2
2027,7
33169,3
41279,9
63522,2
13638,7
37795,3
67915,7
20930,2
33378,0
19774,0
21060,1
65408,3
56510,7
62966,9
9498,7
43552,3
45917,9
61390,0
19069,2
3505,7
49016,8
64635,3
54957,7
47398,9
7871,8
48628,3
27290,0
7604,8
19188,1
8025,2
60468,7
47355,9
69632,6
61454,0
12904,8
5307,2
18884,8
36508,5
39682,2
23593,6
64084,3
50382,7
9857,0
64582,2
43218,5
58495,3
48872,5
38891,4
18970,0
28880,7
40705,2
28923,0
66354,6
69608,7
64034,0
1628,4
24303,2
29067,0
51678,4
29575,1
24610,3
44316,2
61265,3
68418,1
9962,2
52906,1
59116,1
22288,0
34604,2
66336,8
14983,7
31092,2
22501,9
52728,0
37815,4
69765,7
34372,8
61952,9
21799,5
69191,2
44044,9
30421,6
12156,2
54866,2
1475,8
57443,4
1145,3
59277,8
24039,4
44558,0
1235,9
4485,0
24362,7
37675,6
68649,8
37313,5
42371,1
5006,1
6694,9
18725,0
28776,6
53461,5
56272,7
22246,9
49559,1
45618,7
55541,0
53751,5
69872,3
30558,7
52135,0
41959,1
47902,0
44620,4
54277,2
18851,2
10274,8
56554,5
36036,6
35641,9
50737,4
10884,5
62332,7
68565,7
27462,0
38277,3
54726,8
3135,0
16056,6
56796,6
47730,8
59272,0
32869,0
44526,7
41023,5
19196,6
12152,3
63,0
61859,8
2604,1
58939,5
34757,1
9787,7
69840,3
13837,2
66256,4
26241,0
37992,5
63085,3
37159,6
66514,8
24932,1
5138,4
22847,1
65736,6
35780,4
28729,8
22771,4
11363,6
7575,8
18134,6
58454,0
38438,2
44024,8
39413,4
60999,9
53985,4
34799,2
59186,2
29787,5
9333,2
64847,1
61134,3
17060,8
34337,1
43844,1
34483,1
18997,3
47266,7
63203,1
63150,3
49206,4
13096,9
1206,5
572,1
27560,3
58917,6
27844,2
27509,1
58171,1
63366,4
11389,4
33563,4
34925,7
38441,3
53610,1
67606,7
32098,0
58964,2
13302,4
56345,6
5417,5
6445,2
3417,4
30117,1
53749,3
36014,6
52824,7
15139,3
16486,8
17355,3
32213,4
61682,2
60439,6
58967,9
22016,7
46068,3
4953,1
65980,0
64890,8
47987,9
4612,6
19255,9
43760,2
38742,8
45248,6
56098,6
45912,4
61780,1
58261,5
9198,7
45965,6
15876,4
52538,9
11414,4
38779,1
7050,0
19509,7
60551,7
52687,7
10076,6
30375,3
27349,3
21215,0
11507,5
32910,9
1056,9
23651,5
46884,4
17747,5
60820,6
65230,6
35947,2
4101,3
9361,8
3347,3
64573,2
42959,7
39024,4
42335,6
47430,6
39910,5
11707,5
22454,7
26852,8
2090,7
15314,6
51992,0
59726,5
49496,8
3901,1
67373,1
57666,8
33128,7
66233,1
59800,5
29446,0
42935,5
876,8
22618,6
49826,3
44015,7
65698,4
7534,7
41634,0
14928,9
14406,8
45280,4
45830,0
17949,4
58748,8
46432,6
61306,4
67573,7
41131,7
14920,7
67757,7
68096,6
21875,4
13376,3
20926,3
23565,4
69499,1
62225,8
15788,6
31391,7
18819,7
35364,8
67016,8
14177,3
30711,1
62691,8
55752,0
40474,5
718,4
61292,6
25114,4
10376,1
66353,7
43079,2
13968,4
26366,0
58749,4
31356,0
31132,9
11533,1
12343,4
60644,0
31531,7
13937,3
53089,2
39480,9
39379,6
64586,3
58180,0
28620,7
43656,8
4398,2
4659,7
64787,6
5934,5
5507,1
4607,0
42906,3
42165,9
52742,6
34366,3
62919,5
52180,9
63829,8
66635,2
29105,7
2657,6
16712,7
60392,6
17909,2
50142,5
18516,1
6173,7
23294,3
63179,0
10042,3
47777,1
15841,4
57610,5
50353,0
10087,2
26384,6
36530,7
25204,6
32433,9
36819,5
18190,4
10716,7
26842,5
9109,4
18531,9
9870,9
15579,5
40085,6
69068,8
19951,8
1890,6
61450,6
58041,6
58190,5
28644,6
20801,0
56351,0
40417,8
69018,2
67616,9
18181,6
19301,5
52653,9
35375,8
35212,1
30545,8
37562,4
11717,8
21903,0
13028,9
46307,5
66552,4
31512,2
69169,7
59108,4
60401,8
53235,8
2319,7
31855,0
20152,6
27046,6
36580,7
705,8
18530,6
51528,6
48502,2
61486,9
51263,4
53017,2
19005,8
46712,4
62466,6
20899,1
17000,3
12795,4
29966,6
30043,1
18356,2
27279,3
34291,1
64103,2
22169,2
68109,9
36546,7
15289,8
1547,7
69588,5
31072,9
18334,8
42922,6
68121,4
62250,9
3246,7
63644,8
18009,9
46349,7
43645,7
11704,8
7603,1
2798,9
55445,8
52591,7
31395,3
13223,4
29028,6
46893,1
44869,5
24488,6
52699,8
16818,4
880,7
58551,4
66805,7
20336,8
20745,6
13532,5
42021,6
8856,5
21526,0
54115,7
24626,1
64124,8
50640,2
35573,7
8356,9
17021,8
63560,6
38193,3
25118,1
15948,2
32667,8
58775,2
25299,7
64037,6
15546,8
30427,1
66054,7
66436,9
1612,9
28219,7
1706,6
51051,1
68283,0
62274,9
23423,9
4501,8
22683,7
9749,8
49876,1
47976,0
21565,6
41108,0
61675,8
46508,8
42617,8
18628,9
20166,3
62564,7
12962,5
12008,0
20197,4
4834,8
67289,0
41582,5
47697,1
57996,7
8000,0
40830,3
50887,5
26178,0
10493,3
40919,4
31747,9
63650,0
38907,5
15658,9
27899,3
39651,7
18789,5
64921,7
24291,7
63727,8
14641,6
576,4
35605,9
2924,9
51102,7
53140,1
2411,0
48069,5
6238,9
2947,6
40532,3
38369,9
52575,1
53264,2
5161,7
11289,6
45827,4
44955,0
5599,5
18918,1
65421,6
67040,3
14275,3
63519,8
31354,2
3183,4
40107,2
4852,0
62844,7
12438,4
64859,1
4164,7
17944,4
10535,2
8527,0
4200,7
36822,1
46497,9
11068,9
25421,1
27589,3
61374,2
57438,6
63224,8
67985,7
57934,4
36525,3
12029,9
26527,9
39678,3
7420,7
64421,4
35730,8
18025,7
45837,0
5781,8
66373,4
52980,8
44295,3
4762,3
37708,0
8283,7
50229,2
18952,8
43508,5
55742,6
55412,1
63926,9
59756,9
24978,0
17828,0
31240,2
13771,2
50652,1
2070,8
66750,0
15783,4
40814,8
41379,7
42257,3
39705,3
40780,0
1691,5
7921,1
9534,6
30870,8
45292,5
1693,4
24761,4
45877,8
33763,3
65011,8
48493,6
44571,6
68256,6
31538,3
25937,1
69103,4
54724,3
54891,7
18559,8
45804,7
25778,5
6260,4
43249,1
64537,3
17217,5
21465,1
36559,5
27156,6
5584,7
54361,5
30541,7
6831,8
21237,6
20494,6
9816,6
47230,2
30006,4
50082,6
36329,3
45346,2
40272,2
30625,0
3398,9
44604,8
23304,3
37476,6
11274,7
1760,8
12972,4
4080,2
21016,5
69183,4
38711,7
16186,7
39775,0
68531,5
44230,9
14344,6
290,1
69998,5
65892,3
8823,1
36979,2
19806,9
48316,4
63696,2
789,3
36259,6
45727,3
10334,0
58515,5
61498,7
3724,4
17088,3
21103,6
46153,7
65613,0
21756,9
69030,1
24250,5
54159,5
29035,6
30729,3
34611,4
3678,9
56781,0
49844,9
42059,9
15126,5
46718,1
60727,3
52600,4
2964,3
4444,0
56609,0
7179,6
28433,8
44048,9
62209,0
45053,7
43737,4
37546,4
43050,0
68428,7
11175,9
68885,7
2677,9
44205,0
68773,4
13489,8
40220,1
43348,6
61235,5
3745,9
52264,5
56036,5
66064,2
40034,6
9009,5
20935,5
41469,2
58584,0
64596,5
44601,7
43233,5
52037,8
42945,0
69967,8
14040,2
59038,3
35071,2
38011,4
25490,4
55727,0
59036,1
56060,4
53036,8
17025,0
33784,9
43606,8
63584,0
31567,0
67903,7
36155,6
8157,0
3336,3
23549,4
34101,4
54035,7
62530,4
45402,0
23665,1
40700,7
49226,9
18751,4
43562,3
42153,0
15777,0
13792,8
48783,3
18515,0
33963,0
46739,8
50718,5
34128,5
32636,8
28651,2
66187,6
63379,1
13896,0
35306,7
35373,2
14839,5
60308,4
53197,6
55382,6
14197,7
6223,8
21871,7
19003,7
33355,4
11579,1
26991,1
28571,3
14133,1
64341,2
43777,9
7199,8
9070,9
22523,9
68913,0
28359,3
50206,3
61571,4
66420,9
42924,9
62366,1
40650,6
31536,4
57762,3
5379,3
26455,7
23323,2
58443,6
34373,1
9365,1
28611,2
62460,5
6489,3
69108,7
1471,0
34771,0
15092,4
25436,1
55155,1
69391,5
30695,1
485,8
7791,9
41641,1
12740,2
31227,4
6068,5
3977,9
33246,9
1266,6
63054,7
68820,2
14787,9
39009,7
16400,5
23823,0
67591,1
8010,5
10659,1
3949,3
31293,8
28735,3
28160,0
31360,2
40574,3
65704,9
60141,7
35215,2
21319,0
41810,0
56432,7
45664,6
18604,4
1259,1
19459,0
44256,4
22975,6
37112,4
44217,6
18887,8
34572,4
1844,6
10980,6
69486,7
19467,4
54152,7
49124,0
1394,1
36183,0
42665,8
26727,5
9995,5
7913,7
39100,3
14929,1
29678,8
69088,8
61980,4
44150,7
59346,5
38439,5
42217,0
56512,0
64879,8
4069,1
451,0
483,7
22188,2
11931,9
20856,7
16278,1
64920,2
59405,7
51479,0
54795,2
487,9
51483,1
45692,8
50862,0
58731,5
40184,3
13060,5
4188,6
38212,0
1042,7
4555,9
9119,9
67296,7
39387,7
44867,0
62345,9
19335,3
18947,5
45918,8
63803,0
67875,3
10228,2
10096,7
63333,7
17574,3
31305,4
68564,6
33331,3
62290,7
20250,4
41670,5
55888,1
2209,5
49881,4
3166,2
52641,6
69270,7
15395,9
10623,9
13974,1
26228,5
59548,6
64659,9
17984,1
53642,5
8601,9
27853,7
6713,7
23270,4
14890,0
47538,8
3475,4
33546,8
39048,7
38721,6
37722,4
6101,4
20163,1
13164,0
16867,3
30298,4
29622,6
66932,5
18665,0
35701,2
6087,7
58835,6
46206,9
26885,9
28724,1
64944,2
28530,9
59331,0
69419,7
62452,5
54841,6
19399,0
31518,0
61436,6
34789,2
29472,9
52759,6
40368,7
53345,3
45782,1
23740,1
21716,1
22272,5
57338,2
33375,9
38188,4
20353,6
46209,6
10898,2
64860,4
29470,7
47248,7
62664,2
20639,8
21882,4
49971,0
66752,0
25618,2
45908,0
10809,4
7997,6
32719,4
64217,4
63391,6
37120,2
36286,4
56975,3
13583,0
57552,1
37490,4
41033,9
52340,9
26203,8
19958,5
64625,2
17139,3
26768,6
10726,8
14171,5
10233,8
67927,7
27111,1
4718,0
7700,6
39970,2
68200,6
58476,2
2397,6
55491,8
59908,7
14783,6
35818,4
41729,0
8715,6
60388,1
55784,1
506,6
31614,7
34904,0
59914,3
31255,6
63141,6
19905,3
4755,3
65158,3
11379,0
37133,7
48987,9
19162,5
67973,1
51402,6
48058,5
62526,5
25180,4
10509,5
21198,5
23074,7
56166,9
43524,8
42706,8
39395,8
3710,2
63538,9
67997,5
57612,3
30185,8
39602,8
3960,6
69148,6
23937,6
67149,7
60496,9
50649,5
62429,2
34303,4
21693,7
53726,1
49358,9
54524,3
59427,1
1399,9
63051,6
59350,3
60507,3
45938,8
6709,1
9307,7
25115,7
49572,8
65335,4
69047,4
2430,3
48690,4
59852,4
43379,6
40793,4
58672,1
35351,7
6982,6
36885,5
44737,7
13113,1
51271,9
68470,2
10443,9
21443,2
68738,0
46181,1
24959,8
69346,2
18578,4
18717,4
68037,8
16884,9
53918,6
17275,8
63967,9
10056,5
40628,9
43690,8
7819,1
43999,9
39782,1
41020,4
51227,5
3266,5
27492,0
16827,9
63493,3
40211,7
8505,3
45953,0
18966,7
54636,8
683,7
34546,6
21606,3
67956,3
63549,3
64873,3
59203,0
60878,8
52206,6
69225,2
21262,4
16240,7
44221,8
2018,7
60010,0
11391,0
25286,7
7042,8
24011,0
39407,0
9362,4
35386,1
16410,6
57462,5
50111,5
31428,3
30683,4
16784,5
11718,2
12244,3
50707,8
24396,8
13815,7
13736,3
49784,5
22105,4
52594,7
45889,2
65043,0
57115,0
23681,9
50055,1
9642,9
55528,2
15370,6
65240,7
42515,8
42894,1
15902,2
65679,1
22254,0
59109,9
56031,4
3498,7
16833,8
55715,3
45190,0
57882,0
17440,7
26606,6
61314,4
44246,7
62017,1
42303,3
6377,2
31313,8
4490,3
57581,7
36746,6
11051,1
66384,2
10786,6
53778,9
21985,0
66997,4
63703,2
22761,0
7113,7
49335,9
63619,5
64015,9
55616,6
11216,3
3911,4
52778,5
35012,0
49082,3
41686,4
54201,3
14659,5
52210,5
26037,5
20792,9
18904,6
65860,3
56013,5
30089,1
2120,5
56828,7
31772,5
4024,7
62579,8
47807,6
57960,1
27748,9
24227,1
39054,0
50265,3
41078,8
24744,4
44561,1
13354,8
37639,6
44511,1
24051,8
25084,5
28787,2
21085,8
18973,9
12669,9
7690,9
13594,5
39889,9
65340,2
36152,7
34941,7
40970,4
16616,6
33779,6
39025,9
10070,9
17058,1
59094,2
31756,5
43017,1
29842,5
30894,1
27653,6
27483,6
35587,1
28385,0
68946,3
29955,5
48040,1
50332,5
36873,7
18262,6
13967,1
14876,2
23905,6
13735,2
13390,1
69273,0
53931,7
34070,0
4964,7
6637,2
43248,9
67517,1
43594,6
2006,9
16770,9
8693,3
23071,8
50268,8
12413,7
68812,4
44576,8
54504,9
2447,7
19687,9
38639,7
37303,0
28749,8
12113,1
36763,7
27447,8
1198,4
36241,0
40463,3
9138,5
63681,2
42605,3
28612,0
4808,3
45816,1
52153,2
17660,2
3667,0
56586,5
47138,5
48726,8
42172,6
17414,5
21962,8
872,0
17958,9
56268,4
65751,7
53059,9
11263,6
40553,8
6453,6
9644,7
6208,1
58193,5
3213,0
28821,0
31247,2
4993,1
5736,3
41955,2
59815,3
62887,7
24101,8
42900,8
43807,6
69997,4
46396,8
69494,6
47516,1
10429,2
1874,2
24897,2
14416,6
8653,0
7644,7
54516,3
69055,8
69601,0
32389,8
650,2
41653,3
58772,1
25015,8
40508,9
46690,2
23935,8
65301,0
58194,4
57323,7
3207,6
54236,1
45942,0
234,0
38853,6
67020,6
39768,3
13589,0
44003,5
42353,2
45477,3
11651,3
33025,1
49380,1
35813,4
27531,1
24941,4
11994,7
39573,5
56249,5
30100,1
42795,0
57728,9
50323,6
36624,2
1939,9
4236,3
58955,3
41480,9
40059,5
35236,1
62986,5
56996,9
6531,1
23075,6
50243,4
4223,3
62207,5
68605,6
40966,5
27948,4
48524,9
19407,0
36131,4
7472,1
43850,2
56960,1
5094,2
43157,4
57661,1
67457,2
14307,7
50307,8
29828,1
10631,4
36388,1
66791,7
44088,4
31621,9
69179,0
62781,9
65616,3
18636,4
34462,2
30604,7
50928,1
38775,9
64171,1
19640,1
64487,7
9946,6
47586,5
43622,4
82,2
48746,3
13199,7
67874,9
53611,1
30060,7
9139,4
30072,3
66464,8
16815,9
36805,2
14099,3
9775,1
60755,1
65443,0
62009,9
17195,9
40684,7
46445,1
23536,0
25302,1
24462,2
16602,9
13244,7
15229,7
67495,9
23427,7
1011,2
24231,3
59647,4
35097,5
52926,7
53004,1
13763,9
16067,9
62805,5
31626,6
4991,7
56208,1
45430,2
23425,3
45508,3
12095,0
22522,3
20242,2
17340,7
22247,1
35925,1
11295,0
53972,2
8203,1
11132,6
13878,4
2353,0
1834,5
20386,7
67119,3
11828,6
7271,0
39206,6
54208,3
53615,0
40802,1
49947,8
45690,1
15117,9
41857,0
16908,5
42342,0
57561,8
50777,4
5585,0
44908,7
52304,9
54546,9
36277,0
38488,0
1742,0
6673,6
57629,0
5096,0
43679,6
14666,6
12785,0
2981,3
19794,4
52400,2
53176,1
39440,6
67381,0
63785,2
10227,5
34058,3
4804,0
35456,2
28337,7
45831,8
66886,5
30093,3
11291,1
44087,8
55320,4
39273,6
68110,7
40452,3
5968,7
16722,1
4186,1
7046,3
19098,9
8174,4
37113,0
28849,7
15468,7
47370,0
46426,7
43263,6
27568,8
61410,2
9379,6
58083,1
14176,4
41045,5
40908,1
56611,7
23990,9
6775,1
52745,1
3518,7
69490,2
56623,8
38541,9
57037,1
14730,8
42313,8
20414,2
38024,2
30530,2
32229,1
8652,1
37315,6
62259,9
50109,4
59371,9
16010,5
37709,8
28709,3
14075,8
50554,3
27163,9
3463,7
11326,1
29952,1
14853,1
12549,2
52408,2
13173,9
51478,0
65218,6
24055,2
19108,5
27633,0
66964,5
23319,2
50134,4
13430,4
33891,9
2904,0
25480,3
68317,4
31809,9
63272,1
55669,2
59578,6
45925,9
11325,5
28192,9
4888,7
10203,0
24463,0
43072,8
54881,4
14386,7
32380,9
62597,5
52974,3
10322,3
43958,8
10661,5
3864,5
56836,1
60718,8
60769,6
25355,7
50457,2
8127,9
53115,8
22963,3
62977,2
43398,4
55228,2
8208,4
11506,8
44851,9
43766,5
36400,4
10722,9
60007,9
39708,2
63172,4
39598,9
12281,2
5334,6
46521,6
46261,9
69177,3
8534,4
2214,6
40973,1
50900,8
59257,6
45894,5
21375,8
19606,2
10705,0
65492,3
52293,4
61923,3
6836,5
27841,0
8185,1
44935,1
33469,2
20797,3
1075,7
42079,8
54780,3
11629,4
24696,0
13823,4
38148,2
35935,6
11693,3
40945,8
39302,4
14531,7
45886,5
4978,1
28655,4
100,5
56534,7
64188,0
54276,4
38919,4
23838,9
5403,5
57146,4
40494,0
62218,4
69587,9
19638,5
33152,8
65136,6
28560,2
62850,5
60179,8
28534,5
62973,9
23103,4
4624,0
65696,4
44032,3
48305,7
47794,6
11679,1
18634,2
60511,4
47504,7
34734,8
38389,7
58728,2
60532,4
17428,4
61636,4
42237,5
51778,6
10868,1
60586,0
67314,6
3062,5
48802,9
30572,5
18043,9
26067,4
65272,2
39441,1
34090,9
33557,8
48957,4
65776,1
3187,6
30070,3
66110,1
34927,1
31377,1
12228,3
12965,9
4294,1
3865,8
21559,3
34829,5
32337,2
41363,8
42349,0
1964,8
5402,9
51443,2
10158,2
31053,5
37214,2
9156,6
20341,9
23024,3
57827,0
1690,5
44314,0
8862,6
45007,9
12794,7
56825,4
35409,0
67755,8
11631,5
52081,1
63690,6
2063,8
16550,6
47887,0
9071,4
39325,3
19584,0
43974,2
56040,2
9973,1
64702,6
12405,5
40273,1
23877,3
46769,7
17953,6
24269,2
16637,8
48183,1
23115,1
46312,5
8965,7
69366,6
43443,0
61569,6
31140,3
67609,2
47533,3
64312,5
67513,7
31708,6
14383,3
34825,7
17650,1
47215,4
52008,7
41888,1
48255,9
7929,2
2478,5
6639,2
6064,7
59760,3
18407,1
34161,7
18611,6
2959,2
10154,7
3926,1
55287,5
50351,7
44274,2
67723,0
8887,4
62897,8
48641,0
64631,0
68801,3
8280,7
21620,0
26850,2
4902,9
36123,2
18420,4
10767,6
66039,9
52334,1
47716,0
50885,3
63467,9
53319,0
4661,7
23863,9
46887,2
32055,1
37063,2
36795,4
12548,5
40459,1
55577,4
11777,3
69919,7
50967,9
5429,1
64328,1
67383,8
51032,9
6842,9
53408,5
18723,5
21340,4
51246,6
9676,7
62042,0
28143,6
39583,6
14903,3
3015,0
48027,1
21278,3
39766,6
40586,0
30639,1
2241,3
56144,6
15326,9
22234,3
36215,1
53334,7
67344,1
50214,3
14151,9
57909,3
37364,5
33806,9
4206,9
41165,3
47188,8
3562,0
68220,4
37767,4
54851,6
26669,2
10149,6
38260,6
31063,2
29385,4
6795,8
10856,8
47132,2
15369,9
50451,5
44233,4
14867,5
69043,2
42794,3
4736,3
24835,3
29628,1
62941,9
14660,6
47630,5
49329,3
17505,1
51933,8
9185,8
20952,3
25519,2
48092,8
62469,6
30246,0
15009,1
49006,3
47400,1
41929,3
39781,9
52011,2
65553,1
61208,3
37386,2
23462,1
40779,1
529,9
33673,0
41474,1
67161,0
28268,2
56488,3
42858,4
36935,9
61297,0
57205,2
49077,3
24870,3
40765,3
16008,9
3322,9
57322,1
47822,0
57148,9
29052,0
3741,2
13811,5
49459,0
247,9
11188,7
53168,1
38190,6
10004,9
13555,7
45872,5
49312,3
61901,9
44761,4
54444,3
45625,9
67195,5
50276,6
59284,6
27664,2
53362,4
27619,1
61499,8
26328,5
7430,9
6817,4
50273,1
67088,7
53239,2
8885,0
13761,2
11112,1
15337,5
64490,4
60510,7
32401,3
30784,6
36759,4
53416,6
22155,3
44551,0
34826,1
38790,2
36098,1
6557,5
7068,5
24569,6
43294,2
35940,8
11361,0
4731,1
10112,9
2479,6
3769,7
33873,7
40254,3
8911,6
7943,7
5979,9
41330,2
37474,9
21491,4
51406,6
17843,6
12657,1
17538,1
67319,1
14970,5
65188,8
51188,1
53669,2
59684,2
69603,2
60264,9
68764,0
26011,2
62202,4
318,2
13952,2
13348,5
8072,6
45744,7
35276,5
38264,1
29859,7
28198,8
51849,2
57942,5
27535,2
37702,9
59564,9
34139,5
55178,4
45267,6
288,7
3492,0
10185,5
17405,8
832,5
62130,4
21370,3
43250,8
20394,1
46266,2
66407,1
55424,4
7661,6
63793,4
42969,2
3041,1
66006,7
34616,9
16975,0
50914,1
43811,0
21884,1
25049,1
37252,0
53956,7
24774,6
47087,0
22939,6
67777,5
48804,9
51340,2
25278,0
32270,8
21664,4
59452,0
24919,9
54448,2
5699,8
61492,9
20533,0
4840,7
50663,9
62527,0
56390,7
53120,5
17460,3
20100,2
60339,6
51584,9
33803,4
48568,6
8,1
